cbgs_id,week,count
530110410101 ,2019/4/29,32
530110410102 ,2019/4/29,18
530110410111 ,2019/4/29,61
530110410112 ,2019/4/29,4
530110411041 ,2019/4/29,31
530110411042 ,2019/4/29,38
530110411051 ,2019/4/29,42
530110411052 ,2019/4/29,25
530110411053 ,2019/4/29,25
530110411071 ,2019/4/29,20
530110411081 ,2019/4/29,47
530110411082 ,2019/4/29,32
530110411083 ,2019/4/29,66
530110411101 ,2019/4/29,16
530110411102 ,2019/4/29,12
530110411103 ,2019/4/29,34
530110411111 ,2019/4/29,41
530110411112 ,2019/4/29,36
530110411121 ,2019/4/29,16
530110411122 ,2019/4/29,48
530110411123 ,2019/4/29,17
530110411124 ,2019/4/29,41
530110412011 ,2019/4/29,8
530110412012 ,2019/4/29,8
530110412014 ,2019/4/29,23
530110412015 ,2019/4/29,8
530110412031 ,2019/4/29,20
530110412032 ,2019/4/29,24
530110412033 ,2019/4/29,50
530110412051 ,2019/4/29,28
530110412052 ,2019/4/29,35
530110412053 ,2019/4/29,16
530110412061 ,2019/4/29,4
530110412062 ,2019/4/29,27
530110412063 ,2019/4/29,45
530110413091 ,2019/4/29,17
530110413092 ,2019/4/29,13
530110413093 ,2019/4/29,28
530110413101 ,2019/4/29,12
530110413102 ,2019/4/29,12
530110413103 ,2019/4/29,4
530110413104 ,2019/4/29,16
530110413121 ,2019/4/29,29
530110413122 ,2019/4/29,33
530110413131 ,2019/4/29,52
530110413171 ,2019/4/29,59
530110413172 ,2019/4/29,32
530110413173 ,2019/4/29,18
530110413181 ,2019/4/29,24
530110413182 ,2019/4/29,8
530110413183 ,2019/4/29,34
530110413184 ,2019/4/29,16
530110413191 ,2019/4/29,26
530110413192 ,2019/4/29,36
530110413193 ,2019/4/29,18
530110413201 ,2019/4/29,22
530110413202 ,2019/4/29,12
530110413203 ,2019/4/29,4
530110413204 ,2019/4/29,8
530110413211 ,2019/4/29,63
530110413212 ,2019/4/29,9
530110413221 ,2019/4/29,35
530110413222 ,2019/4/29,4
530110413223 ,2019/4/29,17
530110413231 ,2019/4/29,27
530110413232 ,2019/4/29,38
530110413233 ,2019/4/29,8
530110413234 ,2019/4/29,5
530110413251 ,2019/4/29,35
530110413252 ,2019/4/29,16
530110413253 ,2019/4/29,16
530110413261 ,2019/4/29,87
530110413271 ,2019/4/29,50
530110413272 ,2019/4/29,73
530110413273 ,2019/4/29,25
530110413274 ,2019/4/29,22
530110413281 ,2019/4/29,52
530110413282 ,2019/4/29,49
530110413283 ,2019/4/29,83
530110413291 ,2019/4/29,63
530110413292 ,2019/4/29,23
530110413301 ,2019/4/29,29
530110413302 ,2019/4/29,12
530110413303 ,2019/4/29,32
530110413311 ,2019/4/29,20
530110413312 ,2019/4/29,23
530110413321 ,2019/4/29,39
530110413322 ,2019/4/29,19
530110413331 ,2019/4/29,4
530110413332 ,2019/4/29,50
530110414001 ,2019/4/29,21
530110414002 ,2019/4/29,56
530110414003 ,2019/4/29,82
530110415001 ,2019/4/29,28
530110415002 ,2019/4/29,20
530110415003 ,2019/4/29,12
530110416001 ,2019/4/29,16
530110416002 ,2019/4/29,16
530110416003 ,2019/4/29,8
530110417001 ,2019/4/29,34
530110417002 ,2019/4/29,33
530110418001 ,2019/4/29,33
530110418002 ,2019/4/29,8
530110418003 ,2019/4/29,21
530110419001 ,2019/4/29,12
530110419002 ,2019/4/29,12
530110420001 ,2019/4/29,12
530110420002 ,2019/4/29,4
530110421001 ,2019/4/29,17
530110421002 ,2019/4/29,39
530110423001 ,2019/4/29,15
530110423002 ,2019/4/29,33
530110424001 ,2019/4/29,4
530110424002 ,2019/4/29,8
530110425001 ,2019/4/29,8
530110425002 ,2019/4/29,20
530110426001 ,2019/4/29,12
530110426002 ,2019/4/29,24
530110426003 ,2019/4/29,42
530110427001 ,2019/4/29,28
530110427002 ,2019/4/29,13
530110427003 ,2019/4/29,4
530110428001 ,2019/4/29,16
530110428002 ,2019/4/29,17
530110429001 ,2019/4/29,4
530110429002 ,2019/4/29,12
530110430001 ,2019/4/29,16
530110430002 ,2019/4/29,24
530110431001 ,2019/4/29,8
530110431002 ,2019/4/29,8
530110431003 ,2019/4/29,16
530110431004 ,2019/4/29,16
530139602003 ,2019/4/29,22
530139602004 ,2019/4/29,25
530150003001 ,2019/4/29,19
530150004001 ,2019/4/29,16
530150004002 ,2019/4/29,20
530150004003 ,2019/4/29,21
530150004004 ,2019/4/29,12
530150004005 ,2019/4/29,4
530150005011 ,2019/4/29,4
530150005012 ,2019/4/29,17
530150005013 ,2019/4/29,13
530150005021 ,2019/4/29,41
530150005022 ,2019/4/29,8
530150005023 ,2019/4/29,25
530150006011 ,2019/4/29,16
530150006012 ,2019/4/29,8
530150006013 ,2019/4/29,16
530150006014 ,2019/4/29,4
530150006022 ,2019/4/29,14
530150006023 ,2019/4/29,8
530150007021 ,2019/4/29,24
530150007022 ,2019/4/29,12
530150007031 ,2019/4/29,28
530150007041 ,2019/4/29,16
530150007042 ,2019/4/29,24
530150007043 ,2019/4/29,24
530150007044 ,2019/4/29,14
530150008001 ,2019/4/29,10
530150008002 ,2019/4/29,33
530150008003 ,2019/4/29,4
530150008004 ,2019/4/29,15
530150008005 ,2019/4/29,22
530150008006 ,2019/4/29,19
530150009002 ,2019/4/29,77
530150009003 ,2019/4/29,20
530150009004 ,2019/4/29,62
530150010001 ,2019/4/29,4
530150011001 ,2019/4/29,17
530150011003 ,2019/4/29,12
530150011004 ,2019/4/29,13
530150011005 ,2019/4/29,21
530150011006 ,2019/4/29,10
530150011007 ,2019/4/29,4
530150012001 ,2019/4/29,18
530150012002 ,2019/4/29,24
530150012003 ,2019/4/29,23
530150012004 ,2019/4/29,26
530150013001 ,2019/4/29,8
530150013002 ,2019/4/29,17
530150013003 ,2019/4/29,4
530150013004 ,2019/4/29,8
530150015011 ,2019/4/29,9
530150015012 ,2019/4/29,32
530150015021 ,2019/4/29,60
530150015022 ,2019/4/29,12
530150015023 ,2019/4/29,13
530150015024 ,2019/4/29,4
530150015025 ,2019/4/29,4
530150016001 ,2019/4/29,8
530150016002 ,2019/4/29,16
530150016003 ,2019/4/29,13
530150016004 ,2019/4/29,13
530150016005 ,2019/4/29,18
530150017001 ,2019/4/29,8
530150017002 ,2019/4/29,11
530150017003 ,2019/4/29,8
530150017004 ,2019/4/29,12
530150017005 ,2019/4/29,29
530150018001 ,2019/4/29,13
530150018002 ,2019/4/29,31
530150019001 ,2019/4/29,8
530150019002 ,2019/4/29,20
530150019003 ,2019/4/29,24
530150019004 ,2019/4/29,17
530150020011 ,2019/4/29,6
530150020012 ,2019/4/29,26
530150020013 ,2019/4/29,17
530150020014 ,2019/4/29,14
530150020021 ,2019/4/29,34
530150020022 ,2019/4/29,25
530150020023 ,2019/4/29,24
530150020024 ,2019/4/29,39
530150020025 ,2019/4/29,22
530150021001 ,2019/4/29,46
530150021002 ,2019/4/29,4
530150021004 ,2019/4/29,10
530179501002 ,2019/4/29,4
530179501004 ,2019/4/29,4
530179501005 ,2019/4/29,13
530179501006 ,2019/4/29,24
530179502001 ,2019/4/29,20
530179502002 ,2019/4/29,13
530179503001 ,2019/4/29,17
530179503002 ,2019/4/29,19
530179503003 ,2019/4/29,22
530179503004 ,2019/4/29,22
530179503005 ,2019/4/29,18
530179504001 ,2019/4/29,34
530179504002 ,2019/4/29,119
530179504003 ,2019/4/29,32
530179505001 ,2019/4/29,33
530179505002 ,2019/4/29,28
530179505003 ,2019/4/29,14
530179506001 ,2019/4/29,42
530179506002 ,2019/4/29,37
530179506003 ,2019/4/29,37
530179506004 ,2019/4/29,39
530179507001 ,2019/4/29,32
530179507002 ,2019/4/29,26
530179507003 ,2019/4/29,14
530179508001 ,2019/4/29,21
530179508002 ,2019/4/29,32
530179508003 ,2019/4/29,41
530199702002 ,2019/4/29,4
530210201001 ,2019/4/29,22
530210201002 ,2019/4/29,20
530210201003 ,2019/4/29,37
530210201004 ,2019/4/29,39
530210201005 ,2019/4/29,12
530210202001 ,2019/4/29,10
530210202002 ,2019/4/29,4
530210202003 ,2019/4/29,26
530210203001 ,2019/4/29,15
530210203002 ,2019/4/29,31
530210203003 ,2019/4/29,29
530210204001 ,2019/4/29,43
530210204002 ,2019/4/29,9
530210204003 ,2019/4/29,18
530210204005 ,2019/4/29,8
530210204006 ,2019/4/29,12
530210205011 ,2019/4/29,40
530210205012 ,2019/4/29,21
530210205014 ,2019/4/29,43
530210205021 ,2019/4/29,4
530210205022 ,2019/4/29,29
530210205023 ,2019/4/29,20
530210205024 ,2019/4/29,12
530210205025 ,2019/4/29,12
530210205026 ,2019/4/29,30
530210205027 ,2019/4/29,29
530210206011 ,2019/4/29,8
530210206012 ,2019/4/29,20
530210206013 ,2019/4/29,24
530210206014 ,2019/4/29,97
530210206031 ,2019/4/29,57
530210206032 ,2019/4/29,12
530210206051 ,2019/4/29,39
530210206052 ,2019/4/29,64
530210206053 ,2019/4/29,71
530210206061 ,2019/4/29,50
530210206062 ,2019/4/29,50
530210206063 ,2019/4/29,20
530210206064 ,2019/4/29,24
530210207002 ,2019/4/29,8
530210208001 ,2019/4/29,27
530210208002 ,2019/4/29,12
530210208003 ,2019/4/29,8
530210208004 ,2019/4/29,26
530210208005 ,2019/4/29,4
530239703001 ,2019/4/29,4
530250102001 ,2019/4/29,8
530250102002 ,2019/4/29,12
530250103001 ,2019/4/29,26
530250103002 ,2019/4/29,4
530250104001 ,2019/4/29,20
530250104002 ,2019/4/29,34
530250104003 ,2019/4/29,4
530250104004 ,2019/4/29,33
530250104005 ,2019/4/29,4
530250105001 ,2019/4/29,17
530250105002 ,2019/4/29,10
530250106001 ,2019/4/29,50
530250106002 ,2019/4/29,11
530250106003 ,2019/4/29,15
530250107001 ,2019/4/29,5
530250107002 ,2019/4/29,42
530250108001 ,2019/4/29,29
530250108002 ,2019/4/29,16
530250108003 ,2019/4/29,16
530250109011 ,2019/4/29,21
530250109021 ,2019/4/29,50
530250109022 ,2019/4/29,17
530250109023 ,2019/4/29,45
530250109024 ,2019/4/29,23
530250110001 ,2019/4/29,58
530250110002 ,2019/4/29,45
530250110003 ,2019/4/29,55
530250110004 ,2019/4/29,41
530250111001 ,2019/4/29,13
530250111002 ,2019/4/29,50
530250111003 ,2019/4/29,27
530250111004 ,2019/4/29,26
530250112001 ,2019/4/29,42
530250112002 ,2019/4/29,29
530250113001 ,2019/4/29,8
530250113002 ,2019/4/29,41
530250114021 ,2019/4/29,20
530250114022 ,2019/4/29,4
530250114023 ,2019/4/29,9
530270002001 ,2019/4/29,21
530270002002 ,2019/4/29,23
530270002003 ,2019/4/29,15
530270002004 ,2019/4/29,4
530270002005 ,2019/4/29,4
530270002006 ,2019/4/29,4
530270003001 ,2019/4/29,12
530270003002 ,2019/4/29,8
530270004001 ,2019/4/29,30
530270004002 ,2019/4/29,28
530270004003 ,2019/4/29,21
530270004004 ,2019/4/29,32
530270004005 ,2019/4/29,67
530270005001 ,2019/4/29,27
530270005002 ,2019/4/29,38
530270005003 ,2019/4/29,4
530270005004 ,2019/4/29,67
530270005005 ,2019/4/29,10
530270006001 ,2019/4/29,30
530270006002 ,2019/4/29,8
530270006003 ,2019/4/29,16
530270007001 ,2019/4/29,9
530270007002 ,2019/4/29,4
530270007003 ,2019/4/29,41
530270008001 ,2019/4/29,8
530270008002 ,2019/4/29,29
530270008003 ,2019/4/29,20
530270009001 ,2019/4/29,4
530270009002 ,2019/4/29,8
530270009003 ,2019/4/29,8
530270009004 ,2019/4/29,9
530270009005 ,2019/4/29,8
530270009006 ,2019/4/29,51
530270010001 ,2019/4/29,74
530270010003 ,2019/4/29,32
530270010004 ,2019/4/29,12
530270011002 ,2019/4/29,12
530270011003 ,2019/4/29,4
530270011004 ,2019/4/29,12
530270011005 ,2019/4/29,8
530270012001 ,2019/4/29,8
530270012002 ,2019/4/29,4
530270012003 ,2019/4/29,4
530270012004 ,2019/4/29,12
530270012005 ,2019/4/29,12
530270013002 ,2019/4/29,8
530270013003 ,2019/4/29,17
530270014001 ,2019/4/29,21
530270014002 ,2019/4/29,18
530270015001 ,2019/4/29,14
530270015002 ,2019/4/29,26
530270016004 ,2019/4/29,8
530279400001 ,2019/4/29,4
530299701001 ,2019/4/29,5
530299701002 ,2019/4/29,29
530299702001 ,2019/4/29,8
530299703002 ,2019/4/29,13
530299703003 ,2019/4/29,14
530299703004 ,2019/4/29,33
530299704001 ,2019/4/29,52
530299704002 ,2019/4/29,47
530299704003 ,2019/4/29,60
530299705001 ,2019/4/29,47
530299705002 ,2019/4/29,24
530299705003 ,2019/4/29,13
530299705004 ,2019/4/29,4
530299706011 ,2019/4/29,25
530299706012 ,2019/4/29,4
530299706013 ,2019/4/29,16
530299706021 ,2019/4/29,4
530299706022 ,2019/4/29,12
530299707001 ,2019/4/29,12
530299707002 ,2019/4/29,8
530299708001 ,2019/4/29,17
530299708002 ,2019/4/29,8
530299709001 ,2019/4/29,12
530299709002 ,2019/4/29,23
530299709003 ,2019/4/29,12
530299710001 ,2019/4/29,27
530299710002 ,2019/4/29,26
530299710003 ,2019/4/29,32
530299711001 ,2019/4/29,12
530299711002 ,2019/4/29,20
530299713001 ,2019/4/29,4
530299713002 ,2019/4/29,31
530299713003 ,2019/4/29,8
530299714003 ,2019/4/29,16
530299715001 ,2019/4/29,12
530299715002 ,2019/4/29,14
530299716001 ,2019/4/29,44
530299717001 ,2019/4/29,15
530299717002 ,2019/4/29,4
530299717003 ,2019/4/29,4
530299718001 ,2019/4/29,13
530299718002 ,2019/4/29,19
530299719001 ,2019/4/29,14
530299719002 ,2019/4/29,12
530299719003 ,2019/4/29,21
530299720001 ,2019/4/29,5
530299720002 ,2019/4/29,8
530299720003 ,2019/4/29,5
530299721001 ,2019/4/29,4
530299721002 ,2019/4/29,4
530299721003 ,2019/4/29,19
530319502021 ,2019/4/29,4
530319502022 ,2019/4/29,4
530319502023 ,2019/4/29,4
530319503001 ,2019/4/29,10
530319503002 ,2019/4/29,4
530319503003 ,2019/4/29,32
530319503005 ,2019/4/29,4
530319504001 ,2019/4/29,5
530319504002 ,2019/4/29,4
530319504004 ,2019/4/29,4
530319505001 ,2019/4/29,8
530319505002 ,2019/4/29,5
530319505003 ,2019/4/29,4
530319505004 ,2019/4/29,13
530319506011 ,2019/4/29,17
530319506012 ,2019/4/29,8
530319506013 ,2019/4/29,8
530319506014 ,2019/4/29,8
530319506015 ,2019/4/29,18
530319506016 ,2019/4/29,12
530319506021 ,2019/4/29,9
530319506022 ,2019/4/29,16
530319507022 ,2019/4/29,15
530330001001 ,2019/4/29,20
530330001002 ,2019/4/29,38
530330001003 ,2019/4/29,24
530330001004 ,2019/4/29,68
530330002001 ,2019/4/29,8
530330002002 ,2019/4/29,13
530330002003 ,2019/4/29,12
530330002004 ,2019/4/29,24
530330002005 ,2019/4/29,28
530330002006 ,2019/4/29,8
530330003001 ,2019/4/29,24
530330003002 ,2019/4/29,16
530330004011 ,2019/4/29,61
530330004012 ,2019/4/29,8
